food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density,image
turkey taco meat cooked,271.0,13.9,3.2,4.7,3.9,5.5,0.0,30.7,0.0,129.9,1.2,128.1,0.0,0.1,0.051,0.062,0.6,5.5,1.1,0.5,0.0,0.0,0.5,0.089,126.3,0.072,3.3,49.4,0.3,329.4,543.5,0.067,4.6,179.7,0
turkey wing cooked,426.0,23.1,6.3,8.7,5.5,0.0,0.0,50.9,0.0,150.7,0.1,110.7,0.0,0.092,0.095,0.051,0.2,10.7,1.1,0.8,0.0,0.03,0.3,0.0,44.6,0.1,2.7,46.5,0.05,366.4,494.8,0.026,3.9,121.3,0
turkey breast roasted,3266.0,128.0,36.3,42.3,31.1,0.0,0.0,496.1,0.0,1278.7,1.1,1092.4,0.0,1.0,0.1,0.004,2.3,110.0,11.0,8.3,0.0,0.0,0.0,0.0,362.9,0.8,24.2,466.6,0.3,3628.8,4976.6,0.5,35.1,1011.2,0
crispy chicken strips tyson,145.0,6.0,7.7,14.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0
chocolate pudding fat free,105.0,0.3,0.0,0.0,0.0,23.6,17.8,2.2,0.3,1.1,0.1,86.1,0.0,0.021,0.06,0.069,0.046,0.022,0.2,0.084,0.0,0.0,0.0,0.098,44.1,0.035,1.9,17.0,0.04,61.0,235.0,0.052,0.3,72.4,0
tapioca pudding,143.0,4.3,1.1,2.8,0.088,23.9,16.4,2.1,0.0,1.1,0.2,79.0,0.0,0.025,0.003,0.021,0.1,0.031,0.3,0.052,0.3,0.0,0.2,0.01,78.1,0.026,0.1,6.6,0.096,66.0,101.2,0.0,0.2,108.8,0
tapioca pudding fat free,105.0,0.4,0.1,0.08,0.067,23.9,15.9,1.6,0.0,1.1,0.2,85.4,0.0,0.044,0.096,0.012,0.043,0.1,0.056,0.039,0.3,0.0,0.072,0.0,58.2,0.004,0.1,5.6,0.023,73.9,78.4,0.0,0.2,84.5,0
profeel proteiinirahka valio,140.0,0.4,0.2,16.8,16.8,19.3,0.2,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.7,0
zaziki milfina,51.0,4.4,1.6,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0
classique yogurt plain 2 liberte,30.0,1.2,0.7,0.7,0.0,1.7,1.7,3.3,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0
yoplait light strawberry yogurt yoplait,79.0,0.0,14.1,8.8,4.4,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061,0
chocolate yogurt,168.0,0.0,0.0,0.0,0.0,35.3,22.5,5.3,1.8,1.5,0.2,107.4,0.0,0.083,0.019,0.042,0.3,0.3,0.0,0.05,0.0,0.0,0.0,0.0,132.0,0.3,0.6,60.0,0.0,249.0,508.5,0.069,1.7,175.0,0
vanilla yoghurt oikos,120.0,1.8,24.0,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0
danone low fat alsafi,88.0,1.7,1.0,11.1,7.1,0.089,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.743,0
fruit n yogurt parfait mcdonalds,156.0,1.9,0.044,0.2,0.1,30.9,19.1,4.1,1.5,7.5,0.065,111.2,0.0,0.004,0.029,0.099,0.2,0.4,0.6,0.0,20.7,0.0,0.0,0.0,128.1,0.092,0.7,20.9,0.3,125.2,248.8,0.0,0.5,187.9,0
triple zero greek yogurt dannon oikos,120.0,0.0,0.0,15.0,7.0,22.5,6.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.598,0
chocolate rasberry protein mini proteinfx,102.0,2.9,1.8,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0
gushers fruit gushers,360.0,6.0,80.0,40.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0
glucerna abbott,1010.0,35.6,2.8,0.0,0.0,120.9,49.8,0.0,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.3,0
sports drink,26.0,0.0,0.0,0.0,0.0,7.2,0.0,0.0,0.0,0.0,0.073,232.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.098,0.1,2.4,0.0,21.6,24.0,0.088,0.056,22.4,0
peanut butter cookie protein syntha 6,200.0,6.0,15.0,2.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0
hanfprotein pulver rohkostqualitat veganz,107.0,3.1,0.3,2.3,1.6,14.2,0.057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.3,0
egg large,138.0,9.3,0.5,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,0
boysenberries frozen,66.0,0.3,0.049,0.059,0.2,16.1,9.1,1.5,7.0,0.0,0.064,113.4,0.0,0.063,0.07,0.0,0.045,1.0,0.3,0.054,4.1,0.0,1.1,0.002,35.6,0.1,1.1,21.1,0.7,35.6,183.5,0.058,0.3,65.7,0
malt beverage,88.0,0.3,0.005,0.032,0.1,19.1,19.1,0.5,0.0,0.0,0.02,216.0,0.0,0.022,0.021,0.0,0.1,2.6,0.02,0.044,1.2,0.0,0.0,0.0,16.6,0.048,0.1,16.6,0.046,37.9,19.0,0.049,0.025,37.8,0
chocolate powder for milk,88.0,0.5,0.5,0.0,0.0,19.9,18.0,1.0,1.0,0.0,0.012,0.2,0.0,0.041,0.079,0.0,0.09,0.064,0.0,0.2,6.0,0.0,0.038,0.041,100.1,0.2,0.0,11.7,0.2,18.9,61.6,0.039,1.5,128.5,0
vegetable fruit juice,9.0,0.017,0.0,0.0,0.0,2.2,0.6,0.071,0.0,0.0,0.043,27.2,0.0,0.047,0.0,0.0,0.075,0.023,0.025,0.05,9.6,0.0,0.5,0.036,0.9,0.031,0.013,0.3,0.032,0.6,5.6,0.027,0.069,12.912,0
cocoa powder unsweetened,12.0,0.7,0.4,0.2,0.048,3.1,0.087,1.1,1.8,0.0,0.062,0.2,0.0,0.049,0.078,0.0,0.058,0.1,0.054,0.028,0.0,0.0,0.085,0.056,6.9,0.2,0.7,26.9,0.2,39.6,82.3,0.035,0.4,14.3,0
coconut milk,35.0,3.6,3.2,0.2,0.01,0.8,0.5,0.3,0.3,0.0,0.001,10.1,0.0,0.058,0.094,0.0,0.0,0.1,0.045,0.069,0.4,0.0,0.063,0.014,2.4,0.023,0.2,5.6,0.1,15.0,39.5,0.096,0.1,8.0,0
rice drink,113.0,2.3,0.0,1.5,0.8,22.0,12.7,0.7,0.7,0.0,0.058,214.3,0.0,0.2,0.01,0.0,0.008,0.3,0.9,0.4,0.059,0.0,0.042,1.1,0.078,283.2,0.013,0.5,26.4,0.7,134.4,64.8,0.009,25.883,0
coconut water,46.0,0.5,0.4,0.091,0.03,8.9,6.3,1.7,2.6,0.0,0.3,228.0,0.0,0.002,0.05,0.0,0.1,0.2,0.1,0.082,5.8,0.0,0.0,0.0,57.6,0.029,0.7,60.0,0.3,48.0,600.0,0.045,0.2,77.8,0
caramel med iced coffee dunkin donuts,268.0,9.0,41.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0
instant coffee with water decaffeinated,4.0,0.0,0.024,0.0,0.068,0.8,0.0,0.2,0.0,0.0,0.093,177.1,0.0,0.0,0.0,0.0,0.058,0.5,0.092,0.0,0.0,0.0,0.0,0.0,7.2,0.046,0.042,7.2,0.098,5.4,64.4,0.02,0.053,8.247,0
instant coffee powder,353.0,0.5,0.2,0.09,0.2,75.4,0.0,12.2,0.0,0.0,0.051,3.1,0.0,0.09,0.0,0.0,0.031,28.2,0.019,0.073,0.0,0.0,0.0,0.077,141.0,0.1,4.4,327.0,1.7,303.0,3535.0,0.024,0.4,233.5,0
instant coffee powder decaffeinated,6.0,0.069,0.015,0.031,0.075,1.4,0.0,0.2,0.0,0.0,0.09,0.051,0.0,0.0,0.0,0.0,0.072,0.5,0.077,0.0,0.0,0.0,0.0,0.015,2.5,0.031,0.056,5.6,0.084,5.1,63.0,0.015,0.004,4.121,0
instant cappuccino powder,53.0,0.7,0.4,0.2,0.098,11.2,9.0,0.4,0.2,0.3,0.074,0.2,0.0,0.073,0.067,0.037,0.087,0.3,0.037,0.011,0.1,0.0,0.08,0.062,17.3,0.078,0.036,5.6,0.014,23.8,108.0,0.064,0.058,29.908,0
coffee decaffeinated,0.0,0.0,0.087,0.0,0.099,0.0,0.0,0.2,0.0,0.0,0.058,235.3,0.0,0.0,0.0,0.0,0.0,0.5,0.091,0.0,0.0,0.0,0.0,0.023,4.7,0.028,0.1,11.9,0.083,2.4,128.0,0.042,0.084,5.0,0
espresso decaffeinated,3.0,0.011,0.037,0.0,0.057,0.5,0.0,0.065,0.0,0.0,0.011,29.3,0.0,0.087,0.054,0.0,0.003,1.6,0.086,0.035,0.026,0.0,0.0,0.047,0.6,0.085,0.087,24.0,0.093,2.1,34.5,0.0,0.036,1.391,0
instant coffee with water,4.0,0.0,0.051,0.0,0.025,0.6,0.0,0.2,0.0,0.0,0.015,177.4,0.0,0.0,0.0,0.0,0.073,0.4,0.089,0.0,0.0,0.0,0.0,0.0,7.2,0.026,0.015,7.2,0.001,5.4,53.7,0.054,0.013,8.027,0
coffee,2.0,0.069,0.011,0.016,0.011,0.0,0.0,0.3,0.0,0.0,0.075,235.6,0.0,0.034,0.076,0.0,0.2,0.5,0.6,0.022,0.0,0.0,0.068,0.025,4.7,0.045,0.051,7.1,0.076,7.1,116.1,0.0,0.039,5.09,0
espresso,3.0,0.086,0.068,0.0,0.054,0.5,0.0,0.021,0.0,0.0,0.083,29.3,0.0,0.088,0.073,0.0,0.08,1.6,0.075,0.099,0.099,0.0,0.005,0.027,0.6,0.022,0.049,24.0,0.023,2.1,34.5,0.0,0.02,1.263,0
whey protein powder vanilla eas,108.0,1.7,1.4,1.3,20.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0
energy drink sugar free red bull,13.0,0.2,0.0,0.0,0.0,1.8,0.0,0.6,0.0,0.0,0.008,245.9,0.0,0.031,0.0,0.09,1.4,21.3,4.8,5.0,0.0,0.0,0.0,0.0,32.5,0.048,0.023,7.5,0.016,0.0,7.5,0.067,0.0,35.19,0
powerade coca cola,9.0,0.009,0.076,0.078,0.054,2.3,1.8,0.0,0.0,0.0,0.005,27.1,0.0,0.021,0.0,0.082,0.0,0.5,0.0,0.013,0.0,0.0,0.0,0.0,0.3,0.0,0.096,0.0,0.0,0.3,5.3,0.0,0.058,2.671,0
amp energy pepsi,110.0,0.2,0.0,0.0,0.0,29.0,29.0,0.6,0.0,0.0,0.093,209.5,0.0,0.078,0.0,0.083,0.8,4.8,2.4,0.5,0.0,0.0,0.0,0.0,31.2,0.044,0.053,7.2,0.0,40.8,7.2,0.075,0.0,61.067,0
gatorade g2 pepsi,2.0,0.052,0.0,0.0,0.0,0.6,0.4,0.069,0.0,0.0,0.011,28.9,0.0,0.0,0.0,0.091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038,0.0,0.0,0.0,0.0,0.0,2.1,3.8,0.0,0.0,0.69,0
amp energy sugar free pepsi,5.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.093,236.0,0.0,0.0,0.0,0.084,0.3,2.0,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.095,0.0,7.2,0.0,40.8,4.8,0.038,0.0,2.5,0
energy drink red bull,111.0,0.0,0.0,0.0,0.0,26.4,26.4,1.2,0.0,0.0,0.1,230.2,0.0,0.0,0.1,0.0,0.068,0.3,25.4,4.9,5.6,0.0,0.0,0.0,0.0,15.5,0.049,0.2,49.0,0.086,0.0,7.7,0.072,33.224,0
powerade zero ion4 coca cola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,29.5,0.0,0.098,0.0,0.028,0.0,0.2,0.0,0.064,0.7,0.0,0.2,0.057,0.6,0.051,0.072,0.3,0.0,0.0,3.0,0.0,0.026,1.393,0
full throttle coca cola,110.0,0.2,0.0,0.0,0.0,29.0,29.0,0.6,0.0,0.0,0.071,209.5,0.0,0.037,0.0,0.031,0.0,4.0,0.0,0.4,0.0,0.0,0.0,0.0,31.2,0.054,0.037,7.2,0.0,0.0,7.2,0.083,0.0,61.049,0
passion fruit juice purple,148.0,0.4,0.064,0.037,0.3,35.7,35.2,1.7,0.5,0.0,0.084,208.0,0.0,0.0,0.039,0.0,0.2,5.5,0.0,0.1,45.0,0.0,0.09,0.011,9.9,0.1,0.9,42.0,0.0,61.8,686.7,0.001,0.1,94.1,0
pomegranate juice,134.0,0.7,0.2,0.1,0.1,32.7,31.5,0.4,0.2,0.0,0.089,214.0,0.0,0.037,0.014,0.0,0.006,0.6,0.7,0.019,0.2,0.0,0.9,0.081,27.4,0.06,0.2,17.4,0.2,27.4,532.9,0.065,0.2,61.8,0
cranberry apricot juice,157.0,0.0,0.0,0.0,0.0,39.7,0.0,0.5,0.2,0.0,0.007,204.6,0.0,0.089,0.071,0.0,0.01,0.3,0.071,0.082,0.0,0.0,0.0,0.0,22.1,0.051,0.4,7.4,0.3,12.3,149.5,0.0,0.05,62.9,0
pineapple juice,133.0,0.3,0.071,0.027,0.1,32.2,25.0,0.9,0.5,0.0,0.075,215.9,0.0,0.0,0.1,0.004,0.0,0.064,0.5,0.1,0.3,109.5,0.0,0.048,0.062,32.5,0.2,0.8,30.0,1.3,20.0,325.0,0.099,34.477,0
passion fruit juice yellow,126.0,0.1,0.008,0.02,0.094,33.6,33.1,1.0,0.5,0.0,0.003,211.5,0.0,0.0,0.1,0.0,0.3,3.6,0.0,0.1,73.6,0.0,0.036,0.09,9.9,0.1,0.6,42.0,0.0,32.1,686.7,0.098,0.1,119.3,0
orange apricot juice,128.0,0.3,0.001,0.078,0.063,31.8,30.2,0.8,0.3,0.0,0.096,216.8,0.0,0.022,0.094,0.0,0.021,0.5,0.2,0.08,50.0,0.0,0.3,0.054,12.5,0.024,0.3,12.5,0.091,20.0,200.0,0.086,0.1,96.0,0
tangerine juice,106.0,0.5,0.082,0.015,0.054,24.9,24.5,1.2,0.5,0.0,0.022,219.6,0.0,0.0,0.1,0.086,0.0,0.094,0.2,0.3,0.1,76.6,0.0,0.3,0.0,44.5,0.06,0.5,19.8,0.031,34.6,439.7,0.016,27.29,0
orange juice,90.0,0.4,0.079,0.046,0.037,20.8,16.8,1.4,0.4,0.0,0.067,176.6,0.0,0.0,0.2,0.002,0.0,0.01,0.8,0.4,0.052,100.0,0.0,0.013,0.053,22.0,0.06,0.4,22.0,0.056,34.0,400.0,0.067,23.177,0
grapefruit juice,96.0,0.2,0.011,0.09,0.008,22.7,0.0,1.2,0.0,0.0,0.061,222.3,0.0,0.0,0.06,0.038,0.0,0.01,0.5,0.5,0.1,93.9,0.0,0.0,0.0,22.2,0.004,0.5,29.6,0.037,37.1,400.1,0.0,24.254,0
pineapple grapefruit juice,118.0,0.3,0.077,0.0,0.022,29.0,28.8,0.5,0.3,0.0,0.054,219.8,0.0,0.042,0.047,0.0,0.07,0.7,0.1,0.1,115.0,0.0,0.001,0.046,17.5,0.1,0.8,15.0,1.0,15.0,152.5,0.025,0.2,163.4,0
tamarind nectar,143.0,0.3,0.0,0.0,0.0,37.0,31.9,0.2,1.3,0.0,0.046,213.3,0.0,0.077,0.055,0.0,0.024,0.2,0.025,0.048,17.8,0.0,0.3,0.069,25.1,0.054,1.9,10.0,0.079,5.0,67.8,0.0,0.089,83.6,0
apple juice,114.0,0.3,0.064,0.078,0.09,28.0,23.9,0.2,0.5,0.0,0.038,218.8,0.0,0.0,0.083,0.0,0.0,0.019,0.2,0.1,0.025,2.2,0.0,0.057,0.0,19.8,0.065,0.3,12.4,0.2,17.4,250.5,0.039,29.087,0
limeade,128.0,0.0,0.0,0.0,0.0,34.1,32.8,0.0,0.0,0.0,0.071,212.6,0.0,0.047,0.058,0.0,0.034,0.05,0.006,0.051,7.7,0.0,0.0,0.0,4.9,0.058,0.0,4.9,0.068,2.5,24.7,0.081,0.024,46.7,0
guava nectar,158.0,0.2,0.05,0.071,0.054,40.8,32.5,0.2,2.5,0.0,0.063,209.6,0.0,0.0,0.06,0.075,0.0,0.073,0.4,0.2,0.057,53.0,0.0,0.1,0.087,20.1,0.055,1.0,5.0,0.1,5.0,97.9,0.0,43.83,0
orange grapefruit juice,106.0,0.2,0.009,0.001,0.098,25.4,25.1,1.5,0.2,0.0,0.082,218.9,0.0,0.1,0.005,0.0,0.04,0.8,0.3,0.079,71.9,0.0,0.3,0.066,19.8,0.2,1.1,24.7,0.067,34.6,390.3,0.005,0.2,120.1,0
orange juice sainsburys,14.0,0.088,2.5,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0
cranberry apple juice,154.0,0.3,0.066,0.014,0.1,38.8,35.5,0.0,0.0,0.0,0.061,205.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.8,0.0,0.3,0.075,7.4,0.07,0.2,2.5,0.1,4.9,41.7,0.0,0.015,143.5,0
pineapple orange juice,125.0,0.0,0.0,0.0,0.0,29.5,29.0,3.3,0.3,0.0,0.069,217.3,0.0,0.035,0.046,0.0,0.02,0.5,0.1,0.1,56.3,0.0,0.079,0.085,12.5,0.1,0.7,15.0,0.9,10.0,115.0,0.071,0.2,102.6,0
pear nectar,150.0,0.062,0.032,0.086,0.038,39.4,0.0,0.3,1.5,0.0,0.056,210.0,0.0,0.0,0.032,0.049,0.0,0.033,0.3,0.087,0.017,67.5,0.0,0.0,0.0,12.5,0.2,0.7,7.5,0.041,7.5,32.5,0.065,41.466,0
blackberry juice,95.0,1.5,0.095,0.1,0.9,19.5,19.3,0.8,0.3,0.0,0.072,227.3,0.0,0.076,0.091,0.0,0.053,1.1,0.0,0.075,28.3,0.0,2.3,0.088,30.0,0.3,1.2,52.5,0.0,30.0,337.5,0.093,1.0,81.6,0
lemon juice,54.0,0.6,0.06,0.073,0.038,16.6,6.1,0.9,0.7,0.0,0.046,225.2,0.0,0.0,0.015,0.093,0.0,0.084,0.2,0.2,0.1,94.4,0.0,0.4,0.0,14.6,0.073,0.2,14.6,0.091,19.5,251.3,0.09,18.9,0
cranberry grape juice,137.0,0.2,0.053,0.092,0.08,34.3,0.0,0.5,0.2,0.0,0.079,209.7,0.0,0.094,0.09,0.0,0.056,0.3,0.1,0.027,78.4,0.0,0.0,0.0,19.6,0.051,0.04,7.4,0.4,9.8,58.8,0.0,0.055,133.2,0
citrus fruit juice,114.0,0.057,0.088,0.048,0.085,28.3,20.2,0.8,0.2,0.0,0.051,217.8,0.0,0.043,0.021,0.0,0.096,0.2,0.2,0.054,67.2,0.0,0.1,0.042,22.3,0.065,2.8,14.9,0.2,24.8,277.8,0.036,0.011,121.7,0
prune juice,182.0,0.006,0.033,0.082,0.011,44.7,42.1,1.6,2.6,0.0,0.1,208.0,0.0,0.038,0.0,0.0,0.2,2.0,0.3,0.6,10.5,0.0,0.3,0.007,30.7,0.2,3.0,35.8,0.4,64.0,706.6,0.083,0.5,93.105,0
guanabana nectar,148.0,0.4,0.096,0.1,0.006,37.5,32.8,0.3,0.3,0.0,0.061,212.6,0.0,0.086,0.05,0.0,0.027,0.3,0.2,0.05,27.9,0.0,0.036,0.0,17.6,0.067,0.9,7.5,0.056,5.0,62.8,0.067,0.011,84.9,0
fruit juice,108.0,0.1,0.059,0.048,0.036,26.3,24.2,0.3,0.2,0.0,0.1,172.7,0.0,0.071,0.2,0.0,0.0,0.096,0.028,0.0,0.001,50.8,0.0,0.1,0.0,6.0,0.039,0.5,10.0,0.0,14.0,244.0,0.089,26.937,0
horchata,15.0,0.2,0.0,0.0,0.0,3.3,2.6,0.1,0.0,0.0,0.013,24.6,0.0,0.0,0.0,0.0,0.0,0.016,0.0,0.029,0.0,0.0,0.022,0.0,5.1,0.028,0.057,0.8,0.045,4.2,9.6,0.005,0.058,8.717,0
fruit punch,98.0,0.4,0.048,0.011,0.039,24.4,0.0,0.2,0.0,0.0,0.08,208.6,0.0,0.092,0.061,0.0,0.1,0.1,0.035,0.047,11.2,0.0,0.0,0.0,16.4,0.097,0.5,7.0,0.1,7.0,154.4,0.0,0.4,53.1,0
apricot nectar,139.0,0.2,0.07,0.085,0.039,35.7,34.2,0.9,1.5,0.0,0.025,210.5,0.0,0.044,0.059,0.0,0.014,0.6,0.2,0.036,1.5,0.0,0.8,0.008,17.4,0.2,0.9,12.4,0.008,22.3,282.7,0.0,0.2,58.1,0
orangensaft ja,86.0,0.0,0.0,17.8,17.8,1.4,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0
fruchtcocktail granini,102.0,0.4,0.2,23.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0
peach nectar,125.0,1.3,0.6,0.2,0.5,29.7,27.8,0.5,0.2,0.0,0.077,217.3,0.0,0.038,0.1,0.005,0.0,0.049,0.5,0.2,0.091,75.2,0.0,1.5,0.0,14.9,0.2,0.2,12.5,0.058,12.5,124.5,0.071,31.949,0
orange pineapple juice,15.0,0.08,0.056,0.026,0.024,3.6,3.1,0.1,0.032,0.0,0.044,25.7,0.0,0.044,0.01,0.0,0.069,0.054,0.0,0.053,12.0,0.0,0.036,0.016,2.4,0.09,0.086,3.0,0.1,3.2,44.3,0.076,0.072,18.261,0
cranberry juice,92.0,0.3,0.061,0.098,0.1,24.4,24.2,0.8,0.2,0.0,0.093,174.3,0.0,0.0,0.069,0.011,0.0,0.016,0.2,0.0,0.1,18.6,0.0,2.4,0.099,16.0,0.1,0.5,12.0,0.0,26.0,154.0,0.036,25.975,0
white grapefruit juice,96.0,0.2,0.083,0.091,0.007,22.7,22.5,1.2,0.2,0.0,0.018,222.3,0.0,0.015,0.029,0.0,0.005,0.5,0.5,0.1,93.9,0.0,0.5,0.0,22.2,0.035,0.5,29.6,0.032,37.1,400.1,0.019,0.1,140.9,0
mango nectar,128.0,0.2,0.04,0.092,0.066,32.9,31.2,0.3,0.8,0.0,0.061,217.4,0.0,0.0,0.039,0.055,0.0,0.06,0.2,0.2,0.038,38.2,0.0,0.5,0.047,42.7,0.087,0.9,7.5,0.007,5.0,60.2,0.025,34.447,0
acerola cherry juice,56.0,0.7,0.2,0.2,0.2,11.6,10.9,1.0,0.7,0.0,0.082,228.2,0.0,0.067,0.084,0.0,0.1,1.0,0.5,0.051,3872.0,0.0,0.4,0.057,24.2,0.2,1.2,29.0,0.0,21.8,234.7,0.061,0.2,3911.4,0
apple juice concentrate,350.0,0.8,0.1,0.053,0.2,86.5,81.9,1.1,0.8,0.0,0.049,120.3,0.0,0.029,0.005,0.0,0.1,0.3,0.5,0.2,4.4,0.0,0.022,0.0,42.2,0.1,1.9,35.9,0.5,52.8,945.3,0.067,0.3,137.7,0
papaya nectar,143.0,0.4,0.1,0.1,0.07,36.3,34.8,0.4,1.5,0.0,0.082,212.6,0.0,0.0,0.053,0.039,0.0,0.077,0.4,0.1,0.017,7.5,0.0,0.6,0.076,25.0,0.029,0.9,7.5,0.012,0.0,77.5,0.072,38.657,0
apple juice martinellis,122.0,0.0,0.0,29.1,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
lime juice,61.0,0.2,0.052,0.087,0.071,20.4,4.1,1.0,1.0,0.0,0.014,219.7,0.0,0.015,0.01,0.0,0.078,0.3,0.3,0.04,72.6,0.0,0.5,0.074,33.9,0.027,0.2,19.4,0.011,33.9,283.1,0.052,0.2,129.3,0
grape juice,152.0,0.3,0.06,0.03,0.059,37.4,35.9,0.9,0.5,0.0,0.003,213.8,0.0,0.05,0.0,0.0,0.025,0.3,0.1,0.086,0.3,0.0,0.0,0.025,27.8,0.025,0.6,25.3,0.6,35.4,263.1,0.0,0.2,67.8,0
water dannon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,9.9,0
